Datum,Spieler 1,Spieler 2,Spieler 3,Spieler 4,Spieler 5,Spieler 6,SP 1,SP 2,SP 3,SP 4,SP 5,SP 6,Basis,Seefahrer,Staedte und Ritter,Szenario,Zufallskarte,Wuerfel 2,Wuerfel 3,Wuerfel 4,Wuerfel 5,Wuerfel 6,Wuerfel 7,Wuerfel 8,Wuerfel 9,Wuerfel 10,Wuerfel 11,Wuerfel 12
20/01/2022,Kim,Moritz,Anika,Basti,999,999,12,12,12,14,999,999,1,1,0,Vier Inseln,0,1,5,8,10,9,15,8,10,5,5,3
